Calculation1,Number of Records,Base Experience,Base Happiness,Base Stat,Capture Rate,Color Id,Conquest Order,Effort,Evolution Chain Id,Evolves From Species Id,Forms Switchable,Gender Rate,Generation Id (Generation Names.Csv),Generation Id,Growth Rate Id,Habitat Id,Has Gender Differences,Hatch Counter,Height,Id (Generations.Csv),Id (Pokemon Species.Csv),Id,Identifier (Generations.Csv),Identifier (Pokemon Species.Csv),Identifier,Is Baby,Is Default,Local Language Id (Generation Names.Csv),Local Language Id (Type Names.Csv),Local Language Id,Main Region Id,Name (Generation Names.Csv),Name (Type Names.Csv),Name,Order (Pokemon Species.Csv),Order,Pokemon Id (Pokemon Types.Csv),Pokemon Id,Shape Id,Slot,Species Id,Stat Id (Stat Names.Csv),Stat Id,Type Id (Type Names.Csv),Type Id,Weight
55,1,146,70,55,45,8,122,0,257,498,0,1,5,5,4,,0,20,10,5,499,499,generation-v,pignite,pignite,0,1,6,5,5,5,Generation V,Feu,Vitesse,500,588,499,499,6,1,499,6,6,10,10,555
110,1,238,70,110,45,8,123,0,257,499,0,1,5,5,4,,0,20,16,5,500,500,generation-v,emboar,emboar,0,1,6,5,5,5,Generation V,Feu,PV,501,589,500,500,6,1,500,1,1,10,10,1500
123,1,238,70,123,45,8,123,3,257,499,0,1,5,5,4,,0,20,16,5,500,500,generation-v,emboar,emboar,0,1,6,5,5,5,Generation V,Feu,Attaque,501,589,500,500,6,1,500,2,2,10,10,1500
65,1,238,70,65,45,8,123,0,257,499,0,1,5,5,4,,0,20,16,5,500,500,generation-v,emboar,emboar,0,1,6,5,5,5,Generation V,Feu,Défense,501,589,500,500,6,1,500,3,3,10,10,1500
100,1,238,70,100,45,8,123,0,257,499,0,1,5,5,4,,0,20,16,5,500,500,generation-v,emboar,emboar,0,1,6,5,5,5,Generation V,Feu,Attaque Spéciale,501,589,500,500,6,1,500,4,4,10,10,1500
65,1,238,70,65,45,8,123,0,257,499,0,1,5,5,4,,0,20,16,5,500,500,generation-v,emboar,emboar,0,1,6,5,5,5,Generation V,Feu,Défense Spéciale,501,589,500,500,6,1,500,5,5,10,10,1500
65,1,238,70,65,45,8,123,0,257,499,0,1,5,5,4,,0,20,16,5,500,500,generation-v,emboar,emboar,0,1,6,5,5,5,Generation V,Feu,Vitesse,501,589,500,500,6,1,500,6,6,10,10,1500
55,1,62,70,55,45,2,106,0,258,,0,1,5,5,4,,0,20,5,5,501,501,generation-v,oshawott,oshawott,0,1,6,5,5,5,Generation V,Eau,PV,502,590,501,501,6,1,501,1,1,11,11,59
55,1,62,70,55,45,2,106,0,258,,0,1,5,5,4,,0,20,5,5,501,501,generation-v,oshawott,oshawott,0,1,6,5,5,5,Generation V,Eau,Attaque,502,590,501,501,6,1,501,2,2,11,11,59
45,1,62,70,45,45,2,106,0,258,,0,1,5,5,4,,0,20,5,5,501,501,generation-v,oshawott,oshawott,0,1,6,5,5,5,Generation V,Eau,Défense,502,590,501,501,6,1,501,3,3,11,11,59
63,1,62,70,63,45,2,106,1,258,,0,1,5,5,4,,0,20,5,5,501,501,generation-v,oshawott,oshawott,0,1,6,5,5,5,Generation V,Eau,Attaque Spéciale,502,590,501,501,6,1,501,4,4,11,11,59
45,1,62,70,45,45,2,106,0,258,,0,1,5,5,4,,0,20,5,5,501,501,generation-v,oshawott,oshawott,0,1,6,5,5,5,Generation V,Eau,Défense Spéciale,502,590,501,501,6,1,501,5,5,11,11,59
45,1,62,70,45,45,2,106,0,258,,0,1,5,5,4,,0,20,5,5,501,501,generation-v,oshawott,oshawott,0,1,6,5,5,5,Generation V,Eau,Vitesse,502,590,501,501,6,1,501,6,6,11,11,59
75,1,145,70,75,45,2,107,0,258,501,0,1,5,5,4,,0,20,8,5,502,502,generation-v,dewott,dewott,0,1,6,5,5,5,Generation V,Eau,PV,503,591,502,502,6,1,502,1,1,11,11,245
75,1,145,70,75,45,2,107,0,258,501,0,1,5,5,4,,0,20,8,5,502,502,generation-v,dewott,dewott,0,1,6,5,5,5,Generation V,Eau,Attaque,503,591,502,502,6,1,502,2,2,11,11,245
60,1,145,70,60,45,2,107,0,258,501,0,1,5,5,4,,0,20,8,5,502,502,generation-v,dewott,dewott,0,1,6,5,5,5,Generation V,Eau,Défense,503,591,502,502,6,1,502,3,3,11,11,245
83,1,145,70,83,45,2,107,2,258,501,0,1,5,5,4,,0,20,8,5,502,502,generation-v,dewott,dewott,0,1,6,5,5,5,Generation V,Eau,Attaque Spéciale,503,591,502,502,6,1,502,4,4,11,11,245
60,1,145,70,60,45,2,107,0,258,501,0,1,5,5,4,,0,20,8,5,502,502,generation-v,dewott,dewott,0,1,6,5,5,5,Generation V,Eau,Défense Spéciale,503,591,502,502,6,1,502,5,5,11,11,245
60,1,145,70,60,45,2,107,0,258,501,0,1,5,5,4,,0,20,8,5,502,502,generation-v,dewott,dewott,0,1,6,5,5,5,Generation V,Eau,Vitesse,503,591,502,502,6,1,502,6,6,11,11,245
95,1,238,70,95,45,2,108,0,258,502,0,1,5,5,4,,0,20,15,5,503,503,generation-v,samurott,samurott,0,1,6,5,5,5,Generation V,Eau,PV,504,592,503,503,8,1,503,1,1,11,11,946
100,1,238,70,100,45,2,108,0,258,502,0,1,5,5,4,,0,20,15,5,503,503,generation-v,samurott,samurott,0,1,6,5,5,5,Generation V,Eau,Attaque,504,592,503,503,8,1,503,2,2,11,11,946
85,1,238,70,85,45,2,108,0,258,502,0,1,5,5,4,,0,20,15,5,503,503,generation-v,samurott,samurott,0,1,6,5,5,5,Generation V,Eau,Défense,504,592,503,503,8,1,503,3,3,11,11,946
108,1,238,70,108,45,2,108,3,258,502,0,1,5,5,4,,0,20,15,5,503,503,generation-v,samurott,samurott,0,1,6,5,5,5,Generation V,Eau,Attaque Spéciale,504,592,503,503,8,1,503,4,4,11,11,946
70,1,238,70,70,45,2,108,0,258,502,0,1,5,5,4,,0,20,15,5,503,503,generation-v,samurott,samurott,0,1,6,5,5,5,Generation V,Eau,Défense Spéciale,504,592,503,503,8,1,503,5,5,11,11,946
70,1,238,70,70,45,2,108,0,258,502,0,1,5,5,4,,0,20,15,5,503,503,generation-v,samurott,samurott,0,1,6,5,5,5,Generation V,Eau,Vitesse,504,592,503,503,8,1,503,6,6,11,11,946
45,1,51,70,45,255,3,,0,259,,0,4,5,5,2,,0,15,5,5,504,504,generation-v,patrat,patrat,0,1,6,5,5,5,Generation V,Normal,PV,505,593,504,504,8,1,504,1,1,1,1,116
55,1,51,70,55,255,3,,1,259,,0,4,5,5,2,,0,15,5,5,504,504,generation-v,patrat,patrat,0,1,6,5,5,5,Generation V,Normal,Attaque,505,593,504,504,8,1,504,2,2,1,1,116
39,1,51,70,39,255,3,,0,259,,0,4,5,5,2,,0,15,5,5,504,504,generation-v,patrat,patrat,0,1,6,5,5,5,Generation V,Normal,Défense,505,593,504,504,8,1,504,3,3,1,1,116
35,1,51,70,35,255,3,,0,259,,0,4,5,5,2,,0,15,5,5,504,504,generation-v,patrat,patrat,0,1,6,5,5,5,Generation V,Normal,Attaque Spéciale,505,593,504,504,8,1,504,4,4,1,1,116
39,1,51,70,39,255,3,,0,259,,0,4,5,5,2,,0,15,5,5,504,504,generation-v,patrat,patrat,0,1,6,5,5,5,Generation V,Normal,Défense Spéciale,505,593,504,504,8,1,504,5,5,1,1,116
42,1,51,70,42,255,3,,0,259,,0,4,5,5,2,,0,15,5,5,504,504,generation-v,patrat,patrat,0,1,6,5,5,5,Generation V,Normal,Vitesse,505,593,504,504,8,1,504,6,6,1,1,116
60,1,147,70,60,255,3,,0,259,504,0,4,5,5,2,,0,20,11,5,505,505,generation-v,watchog,watchog,0,1,6,5,5,5,Generation V,Normal,PV,506,594,505,505,6,1,505,1,1,1,1,270
85,1,147,70,85,255,3,,2,259,504,0,4,5,5,2,,0,20,11,5,505,505,generation-v,watchog,watchog,0,1,6,5,5,5,Generation V,Normal,Attaque,506,594,505,505,6,1,505,2,2,1,1,270
69,1,147,70,69,255,3,,0,259,504,0,4,5,5,2,,0,20,11,5,505,505,generation-v,watchog,watchog,0,1,6,5,5,5,Generation V,Normal,Défense,506,594,505,505,6,1,505,3,3,1,1,270
60,1,147,70,60,255,3,,0,259,504,0,4,5,5,2,,0,20,11,5,505,505,generation-v,watchog,watchog,0,1,6,5,5,5,Generation V,Normal,Attaque Spéciale,506,594,505,505,6,1,505,4,4,1,1,270
69,1,147,70,69,255,3,,0,259,504,0,4,5,5,2,,0,20,11,5,505,505,generation-v,watchog,watchog,0,1,6,5,5,5,Generation V,Normal,Défense Spéciale,506,594,505,505,6,1,505,5,5,1,1,270
77,1,147,70,77,255,3,,0,259,504,0,4,5,5,2,,0,20,11,5,505,505,generation-v,watchog,watchog,0,1,6,5,5,5,Generation V,Normal,Vitesse,506,594,505,505,6,1,505,6,6,1,1,270
45,1,55,70,45,255,3,,0,260,,0,4,5,5,4,,0,15,4,5,506,506,generation-v,lillipup,lillipup,0,1,6,5,5,5,Generation V,Normal,PV,507,595,506,506,8,1,506,1,1,1,1,41
60,1,55,70,60,255,3,,1,260,,0,4,5,5,4,,0,15,4,5,506,506,generation-v,lillipup,lillipup,0,1,6,5,5,5,Generation V,Normal,Attaque,507,595,506,506,8,1,506,2,2,1,1,41
45,1,55,70,45,255,3,,0,260,,0,4,5,5,4,,0,15,4,5,506,506,generation-v,lillipup,lillipup,0,1,6,5,5,5,Generation V,Normal,Défense,507,595,506,506,8,1,506,3,3,1,1,41
25,1,55,70,25,255,3,,0,260,,0,4,5,5,4,,0,15,4,5,506,506,generation-v,lillipup,lillipup,0,1,6,5,5,5,Generation V,Normal,Attaque Spéciale,507,595,506,506,8,1,506,4,4,1,1,41
45,1,55,70,45,255,3,,0,260,,0,4,5,5,4,,0,15,4,5,506,506,generation-v,lillipup,lillipup,0,1,6,5,5,5,Generation V,Normal,Défense Spéciale,507,595,506,506,8,1,506,5,5,1,1,41
55,1,55,70,55,255,3,,0,260,,0,4,5,5,4,,0,15,4,5,506,506,generation-v,lillipup,lillipup,0,1,6,5,5,5,Generation V,Normal,Vitesse,507,595,506,506,8,1,506,6,6,1,1,41
65,1,130,70,65,120,4,,0,260,506,0,4,5,5,4,,0,15,9,5,507,507,generation-v,herdier,herdier,0,1,6,5,5,5,Generation V,Normal,PV,508,596,507,507,8,1,507,1,1,1,1,147
80,1,130,70,80,120,4,,2,260,506,0,4,5,5,4,,0,15,9,5,507,507,generation-v,herdier,herdier,0,1,6,5,5,5,Generation V,Normal,Attaque,508,596,507,507,8,1,507,2,2,1,1,147
65,1,130,70,65,120,4,,0,260,506,0,4,5,5,4,,0,15,9,5,507,507,generation-v,herdier,herdier,0,1,6,5,5,5,Generation V,Normal,Défense,508,596,507,507,8,1,507,3,3,1,1,147
35,1,130,70,35,120,4,,0,260,506,0,4,5,5,4,,0,15,9,5,507,507,generation-v,herdier,herdier,0,1,6,5,5,5,Generation V,Normal,Attaque Spéciale,508,596,507,507,8,1,507,4,4,1,1,147
65,1,130,70,65,120,4,,0,260,506,0,4,5,5,4,,0,15,9,5,507,507,generation-v,herdier,herdier,0,1,6,5,5,5,Generation V,Normal,Défense Spéciale,508,596,507,507,8,1,507,5,5,1,1,147
60,1,130,70,60,120,4,,0,260,506,0,4,5,5,4,,0,15,9,5,507,507,generation-v,herdier,herdier,0,1,6,5,5,5,Generation V,Normal,Vitesse,508,596,507,507,8,1,507,6,6,1,1,147
85,1,225,70,85,45,4,,0,260,507,0,4,5,5,4,,0,15,12,5,508,508,generation-v,stoutland,stoutland,0,1,6,5,5,5,Generation V,Normal,PV,509,597,508,508,8,1,508,1,1,1,1,610
110,1,225,70,110,45,4,,3,260,507,0,4,5,5,4,,0,15,12,5,508,508,generation-v,stoutland,stoutland,0,1,6,5,5,5,Generation V,Normal,Attaque,509,597,508,508,8,1,508,2,2,1,1,610
90,1,225,70,90,45,4,,0,260,507,0,4,5,5,4,,0,15,12,5,508,508,generation-v,stoutland,stoutland,0,1,6,5,5,5,Generation V,Normal,Défense,509,597,508,508,8,1,508,3,3,1,1,610
45,1,225,70,45,45,4,,0,260,507,0,4,5,5,4,,0,15,12,5,508,508,generation-v,stoutland,stoutland,0,1,6,5,5,5,Generation V,Normal,Attaque Spéciale,509,597,508,508,8,1,508,4,4,1,1,610
90,1,225,70,90,45,4,,0,260,507,0,4,5,5,4,,0,15,12,5,508,508,generation-v,stoutland,stoutland,0,1,6,5,5,5,Generation V,Normal,Défense Spéciale,509,597,508,508,8,1,508,5,5,1,1,610
80,1,225,70,80,45,4,,0,260,507,0,4,5,5,4,,0,15,12,5,508,508,generation-v,stoutland,stoutland,0,1,6,5,5,5,Generation V,Normal,Vitesse,509,597,508,508,8,1,508,6,6,1,1,610
41,1,56,70,41,255,7,,0,261,,0,4,5,5,2,,0,20,4,5,509,509,generation-v,purrloin,purrloin,0,1,6,5,5,5,Generation V,Ténèbres,PV,510,598,509,509,8,1,509,1,1,17,17,101
50,1,56,70,50,255,7,,0,261,,0,4,5,5,2,,0,20,4,5,509,509,generation-v,purrloin,purrloin,0,1,6,5,5,5,Generation V,Ténèbres,Attaque,510,598,509,509,8,1,509,2,2,17,17,101
37,1,56,70,37,255,7,,0,261,,0,4,5,5,2,,0,20,4,5,509,509,generation-v,purrloin,purrloin,0,1,6,5,5,5,Generation V,Ténèbres,Défense,510,598,509,509,8,1,509,3,3,17,17,101
50,1,56,70,50,255,7,,0,261,,0,4,5,5,2,,0,20,4,5,509,509,generation-v,purrloin,purrloin,0,1,6,5,5,5,Generation V,Ténèbres,Attaque Spéciale,510,598,509,509,8,1,509,4,4,17,17,101
37,1,56,70,37,255,7,,0,261,,0,4,5,5,2,,0,20,4,5,509,509,generation-v,purrloin,purrloin,0,1,6,5,5,5,Generation V,Ténèbres,Défense Spéciale,510,598,509,509,8,1,509,5,5,17,17,101
66,1,56,70,66,255,7,,1,261,,0,4,5,5,2,,0,20,4,5,509,509,generation-v,purrloin,purrloin,0,1,6,5,5,5,Generation V,Ténèbres,Vitesse,510,598,509,509,8,1,509,6,6,17,17,101
64,1,156,70,64,90,7,,0,261,509,0,4,5,5,2,,0,20,11,5,510,510,generation-v,liepard,liepard,0,1,6,5,5,5,Generation V,Ténèbres,PV,511,599,510,510,8,1,510,1,1,17,17,375
88,1,156,70,88,90,7,,0,261,509,0,4,5,5,2,,0,20,11,5,510,510,generation-v,liepard,liepard,0,1,6,5,5,5,Generation V,Ténèbres,Attaque,511,599,510,510,8,1,510,2,2,17,17,375
50,1,156,70,50,90,7,,0,261,509,0,4,5,5,2,,0,20,11,5,510,510,generation-v,liepard,liepard,0,1,6,5,5,5,Generation V,Ténèbres,Défense,511,599,510,510,8,1,510,3,3,17,17,375
88,1,156,70,88,90,7,,0,261,509,0,4,5,5,2,,0,20,11,5,510,510,generation-v,liepard,liepard,0,1,6,5,5,5,Generation V,Ténèbres,Attaque Spéciale,511,599,510,510,8,1,510,4,4,17,17,375
50,1,156,70,50,90,7,,0,261,509,0,4,5,5,2,,0,20,11,5,510,510,generation-v,liepard,liepard,0,1,6,5,5,5,Generation V,Ténèbres,Défense Spéciale,511,599,510,510,8,1,510,5,5,17,17,375
106,1,156,70,106,90,7,,2,261,509,0,4,5,5,2,,0,20,11,5,510,510,generation-v,liepard,liepard,0,1,6,5,5,5,Generation V,Ténèbres,Vitesse,511,599,510,510,8,1,510,6,6,17,17,375
50,1,63,70,50,190,5,136,0,262,,0,1,5,5,2,,0,20,6,5,511,511,generation-v,pansage,pansage,0,1,6,5,5,5,Generation V,Plante,PV,512,600,511,511,6,1,511,1,1,12,12,105
53,1,63,70,53,190,5,136,0,262,,0,1,5,5,2,,0,20,6,5,511,511,generation-v,pansage,pansage,0,1,6,5,5,5,Generation V,Plante,Attaque,512,600,511,511,6,1,511,2,2,12,12,105
48,1,63,70,48,190,5,136,0,262,,0,1,5,5,2,,0,20,6,5,511,511,generation-v,pansage,pansage,0,1,6,5,5,5,Generation V,Plante,Défense,512,600,511,511,6,1,511,3,3,12,12,105
53,1,63,70,53,190,5,136,0,262,,0,1,5,5,2,,0,20,6,5,511,511,generation-v,pansage,pansage,0,1,6,5,5,5,Generation V,Plante,Attaque Spéciale,512,600,511,511,6,1,511,4,4,12,12,105
48,1,63,70,48,190,5,136,0,262,,0,1,5,5,2,,0,20,6,5,511,511,generation-v,pansage,pansage,0,1,6,5,5,5,Generation V,Plante,Défense Spéciale,512,600,511,511,6,1,511,5,5,12,12,105
64,1,63,70,64,190,5,136,1,262,,0,1,5,5,2,,0,20,6,5,511,511,generation-v,pansage,pansage,0,1,6,5,5,5,Generation V,Plante,Vitesse,512,600,511,511,6,1,511,6,6,12,12,105
75,1,174,70,75,75,5,137,0,262,511,0,1,5,5,2,,0,20,11,5,512,512,generation-v,simisage,simisage,0,1,6,5,5,5,Generation V,Plante,PV,513,601,512,512,6,1,512,1,1,12,12,305
98,1,174,70,98,75,5,137,0,262,511,0,1,5,5,2,,0,20,11,5,512,512,generation-v,simisage,simisage,0,1,6,5,5,5,Generation V,Plante,Attaque,513,601,512,512,6,1,512,2,2,12,12,305
63,1,174,70,63,75,5,137,0,262,511,0,1,5,5,2,,0,20,11,5,512,512,generation-v,simisage,simisage,0,1,6,5,5,5,Generation V,Plante,Défense,513,601,512,512,6,1,512,3,3,12,12,305
98,1,174,70,98,75,5,137,0,262,511,0,1,5,5,2,,0,20,11,5,512,512,generation-v,simisage,simisage,0,1,6,5,5,5,Generation V,Plante,Attaque Spéciale,513,601,512,512,6,1,512,4,4,12,12,305
63,1,174,70,63,75,5,137,0,262,511,0,1,5,5,2,,0,20,11,5,512,512,generation-v,simisage,simisage,0,1,6,5,5,5,Generation V,Plante,Défense Spéciale,513,601,512,512,6,1,512,5,5,12,12,305
101,1,174,70,101,75,5,137,2,262,511,0,1,5,5,2,,0,20,11,5,512,512,generation-v,simisage,simisage,0,1,6,5,5,5,Generation V,Plante,Vitesse,513,601,512,512,6,1,512,6,6,12,12,305
85,1,164,70,85,155,8,,0,174,341,0,4,3,3,6,9,0,15,11,3,342,342,generation-iii,crawdaunt,crawdaunt,0,1,5,5,5,3,Génération III,Ténèbres,Défense,370,429,342,342,14,2,342,3,3,17,17,328
90,1,164,70,90,155,8,,0,174,341,0,4,3,3,6,9,0,15,11,3,342,342,generation-iii,crawdaunt,crawdaunt,0,1,5,5,5,3,Génération III,Ténèbres,Attaque Spéciale,370,429,342,342,14,2,342,4,4,17,17,328
55,1,164,70,55,155,8,,0,174,341,0,4,3,3,6,9,0,15,11,3,342,342,generation-iii,crawdaunt,crawdaunt,0,1,5,5,5,3,Génération III,Ténèbres,Défense Spéciale,370,429,342,342,14,2,342,5,5,17,17,328
55,1,164,70,55,155,8,,0,174,341,0,4,3,3,6,9,0,15,11,3,342,342,generation-iii,crawdaunt,crawdaunt,0,1,5,5,5,3,Génération III,Ténèbres,Vitesse,370,429,342,342,14,2,342,6,6,17,17,328
40,1,60,70,40,255,3,,0,175,,0,-1,3,3,2,6,0,20,5,3,343,343,generation-iii,baltoy,baltoy,0,1,5,5,5,3,Génération III,Psy,PV,371,430,343,343,4,2,343,1,1,14,14,215
40,1,60,70,40,255,3,,0,175,,0,-1,3,3,2,6,0,20,5,3,343,343,generation-iii,baltoy,baltoy,0,1,5,5,5,3,Génération III,Psy,Attaque,371,430,343,343,4,2,343,2,2,14,14,215
55,1,60,70,55,255,3,,0,175,,0,-1,3,3,2,6,0,20,5,3,343,343,generation-iii,baltoy,baltoy,0,1,5,5,5,3,Génération III,Psy,Défense,371,430,343,343,4,2,343,3,3,14,14,215
40,1,60,70,40,255,3,,0,175,,0,-1,3,3,2,6,0,20,5,3,343,343,generation-iii,baltoy,baltoy,0,1,5,5,5,3,Génération III,Psy,Attaque Spéciale,371,430,343,343,4,2,343,4,4,14,14,215
70,1,60,70,70,255,3,,1,175,,0,-1,3,3,2,6,0,20,5,3,343,343,generation-iii,baltoy,baltoy,0,1,5,5,5,3,Génération III,Psy,Défense Spéciale,371,430,343,343,4,2,343,5,5,14,14,215
55,1,60,70,55,255,3,,0,175,,0,-1,3,3,2,6,0,20,5,3,343,343,generation-iii,baltoy,baltoy,0,1,5,5,5,3,Génération III,Psy,Vitesse,371,430,343,343,4,2,343,6,6,14,14,215
60,1,175,70,60,90,1,,0,175,343,0,-1,3,3,2,6,0,20,15,3,344,344,generation-iii,claydol,claydol,0,1,5,5,5,3,Génération III,Psy,PV,372,431,344,344,4,2,344,1,1,14,14,1080
70,1,175,70,70,90,1,,0,175,343,0,-1,3,3,2,6,0,20,15,3,344,344,generation-iii,claydol,claydol,0,1,5,5,5,3,Génération III,Psy,Attaque,372,431,344,344,4,2,344,2,2,14,14,1080
105,1,175,70,105,90,1,,0,175,343,0,-1,3,3,2,6,0,20,15,3,344,344,generation-iii,claydol,claydol,0,1,5,5,5,3,Génération III,Psy,Défense,372,431,344,344,4,2,344,3,3,14,14,1080
70,1,175,70,70,90,1,,0,175,343,0,-1,3,3,2,6,0,20,15,3,344,344,generation-iii,claydol,claydol,0,1,5,5,5,3,Génération III,Psy,Attaque Spéciale,372,431,344,344,4,2,344,4,4,14,14,1080
120,1,175,70,120,90,1,,2,175,343,0,-1,3,3,2,6,0,20,15,3,344,344,generation-iii,claydol,claydol,0,1,5,5,5,3,Génération III,Psy,Défense Spéciale,372,431,344,344,4,2,344,5,5,14,14,1080
75,1,175,70,75,90,1,,0,175,343,0,-1,3,3,2,6,0,20,15,3,344,344,generation-iii,claydol,claydol,0,1,5,5,5,3,Génération III,Psy,Vitesse,372,431,344,344,4,2,344,6,6,14,14,1080
66,1,71,70,66,45,7,,0,176,,0,1,3,3,5,7,0,30,10,3,345,345,generation-iii,lileep,lileep,0,1,5,5,5,3,Génération III,Plante,PV,373,432,345,345,5,2,345,1,1,12,12,238
41,1,71,70,41,45,7,,0,176,,0,1,3,3,5,7,0,30,10,3,345,345,generation-iii,lileep,lileep,0,1,5,5,5,3,Génération III,Plante,Attaque,373,432,345,345,5,2,345,2,2,12,12,238
77,1,71,70,77,45,7,,0,176,,0,1,3,3,5,7,0,30,10,3,345,345,generation-iii,lileep,lileep,0,1,5,5,5,3,Génération III,Plante,Défense,373,432,345,345,5,2,345,3,3,12,12,238
61,1,71,70,61,45,7,,0,176,,0,1,3,3,5,7,0,30,10,3,345,345,generation-iii,lileep,lileep,0,1,5,5,5,3,Génération III,Plante,Attaque Spéciale,373,432,345,345,5,2,345,4,4,12,12,238
87,1,71,70,87,45,7,,1,176,,0,1,3,3,5,7,0,30,10,3,345,345,generation-iii,lileep,lileep,0,1,5,5,5,3,Génération III,Plante,Défense Spéciale,373,432,345,345,5,2,345,5,5,12,12,238
23,1,71,70,23,45,7,,0,176,,0,1,3,3,5,7,0,30,10,3,345,345,generation-iii,lileep,lileep,0,1,5,5,5,3,Génération III,Plante,Vitesse,373,432,345,345,5,2,345,6,6,12,12,238
86,1,173,70,86,45,5,,0,176,345,0,1,3,3,5,7,0,30,15,3,346,346,generation-iii,cradily,cradily,0,1,5,5,5,3,Génération III,Plante,PV,374,433,346,346,5,2,346,1,1,12,12,604
81,1,173,70,81,45,5,,0,176,345,0,1,3,3,5,7,0,30,15,3,346,346,generation-iii,cradily,cradily,0,1,5,5,5,3,Génération III,Plante,Attaque,374,433,346,346,5,2,346,2,2,12,12,604
97,1,173,70,97,45,5,,0,176,345,0,1,3,3,5,7,0,30,15,3,346,346,generation-iii,cradily,cradily,0,1,5,5,5,3,Génération III,Plante,Défense,374,433,346,346,5,2,346,3,3,12,12,604
81,1,173,70,81,45,5,,0,176,345,0,1,3,3,5,7,0,30,15,3,346,346,generation-iii,cradily,cradily,0,1,5,5,5,3,Génération III,Plante,Attaque Spéciale,374,433,346,346,5,2,346,4,4,12,12,604
107,1,173,70,107,45,5,,2,176,345,0,1,3,3,5,7,0,30,15,3,346,346,generation-iii,cradily,cradily,0,1,5,5,5,3,Génération III,Plante,Défense Spéciale,374,433,346,346,5,2,346,5,5,12,12,604
43,1,173,70,43,45,5,,0,176,345,0,1,3,3,5,7,0,30,15,3,346,346,generation-iii,cradily,cradily,0,1,5,5,5,3,Génération III,Plante,Vitesse,374,433,346,346,5,2,346,6,6,12,12,604
45,1,71,70,45,45,4,171,0,177,,0,1,3,3,5,9,0,30,7,3,347,347,generation-iii,anorith,anorith,0,1,5,5,5,3,Génération III,Insecte,PV,375,434,347,347,14,2,347,1,1,7,7,125
95,1,71,70,95,45,4,171,1,177,,0,1,3,3,5,9,0,30,7,3,347,347,generation-iii,anorith,anorith,0,1,5,5,5,3,Génération III,Insecte,Attaque,375,434,347,347,14,2,347,2,2,7,7,125
50,1,71,70,50,45,4,171,0,177,,0,1,3,3,5,9,0,30,7,3,347,347,generation-iii,anorith,anorith,0,1,5,5,5,3,Génération III,Insecte,Défense,375,434,347,347,14,2,347,3,3,7,7,125
40,1,71,70,40,45,4,171,0,177,,0,1,3,3,5,9,0,30,7,3,347,347,generation-iii,anorith,anorith,0,1,5,5,5,3,Génération III,Insecte,Attaque Spéciale,375,434,347,347,14,2,347,4,4,7,7,125
50,1,71,70,50,45,4,171,0,177,,0,1,3,3,5,9,0,30,7,3,347,347,generation-iii,anorith,anorith,0,1,5,5,5,3,Génération III,Insecte,Défense Spéciale,375,434,347,347,14,2,347,5,5,7,7,125
75,1,71,70,75,45,4,171,0,177,,0,1,3,3,5,9,0,30,7,3,347,347,generation-iii,anorith,anorith,0,1,5,5,5,3,Génération III,Insecte,Vitesse,375,434,347,347,14,2,347,6,6,7,7,125
75,1,173,70,75,45,4,172,0,177,347,0,1,3,3,5,9,0,30,15,3,348,348,generation-iii,armaldo,armaldo,0,1,5,5,5,3,Génération III,Insecte,PV,376,435,348,348,6,2,348,1,1,7,7,682
125,1,173,70,125,45,4,172,2,177,347,0,1,3,3,5,9,0,30,15,3,348,348,generation-iii,armaldo,armaldo,0,1,5,5,5,3,Génération III,Insecte,Attaque,376,435,348,348,6,2,348,2,2,7,7,682
100,1,173,70,100,45,4,172,0,177,347,0,1,3,3,5,9,0,30,15,3,348,348,generation-iii,armaldo,armaldo,0,1,5,5,5,3,Génération III,Insecte,Défense,376,435,348,348,6,2,348,3,3,7,7,682
70,1,173,70,70,45,4,172,0,177,347,0,1,3,3,5,9,0,30,15,3,348,348,generation-iii,armaldo,armaldo,0,1,5,5,5,3,Génération III,Insecte,Attaque Spéciale,376,435,348,348,6,2,348,4,4,7,7,682
80,1,173,70,80,45,4,172,0,177,347,0,1,3,3,5,9,0,30,15,3,348,348,generation-iii,armaldo,armaldo,0,1,5,5,5,3,Génération III,Insecte,Défense Spéciale,376,435,348,348,6,2,348,5,5,7,7,682
45,1,173,70,45,45,4,172,0,177,347,0,1,3,3,5,9,0,30,15,3,348,348,generation-iii,armaldo,armaldo,0,1,5,5,5,3,Génération III,Insecte,Vitesse,376,435,348,348,6,2,348,6,6,7,7,682
99,1,161,70,99,200,5,,2,183,,0,4,3,3,1,2,0,25,20,3,357,357,generation-iii,tropius,tropius,0,1,5,5,5,3,Génération III,Vol,PV,386,449,357,357,8,2,357,1,1,3,3,1000
68,1,161,70,68,200,5,,0,183,,0,4,3,3,1,2,0,25,20,3,357,357,generation-iii,tropius,tropius,0,1,5,5,5,3,Génération III,Vol,Attaque,386,449,357,357,8,2,357,2,2,3,3,1000
83,1,161,70,83,200,5,,0,183,,0,4,3,3,1,2,0,25,20,3,357,357,generation-iii,tropius,tropius,0,1,5,5,5,3,Génération III,Vol,Défense,386,449,357,357,8,2,357,3,3,3,3,1000
72,1,161,70,72,200,5,,0,183,,0,4,3,3,1,2,0,25,20,3,357,357,generation-iii,tropius,tropius,0,1,5,5,5,3,Génération III,Vol,Attaque Spéciale,386,449,357,357,8,2,357,4,4,3,3,1000
